Date,Open,High,Low,Close,Volume,Adj Close
2014-12-31,4256.16992,4275.58008,4255.33008,4272.75,000,4272.75
2014-12-30,4293.8999,4296.02002,4245.54004,4245.54004,000,4245.54004
2014-12-29,4301.66016,4317.93018,4249.9502,4317.93018,000,4317.93018
2014-12-24,4309.75,4316.39014,4295.02002,4295.8501,000,4295.8501
2014-12-23,4264.54004,4314.97021,4259.20996,4314.97021,000,4314.97021
2014-12-22,4255.87988,4295.1499,4239.35986,4254.43018,000,4254.43018
2014-12-19,4282.39014,4291.2002,4202.06982,4241.6499,000,4241.6499
2014-12-18,4186.25977,4249.49023,4159.9502,4249.49023,000,4249.49023
2014-12-17,4052.22998,4131.81006,4035.30005,4111.91016,000,4111.91016
2014-12-16,4027.51001,4094.18994,3926.34009,4093.19995,000,4093.19995
2014-12-15,4094.45996,4144.31006,4000.80005,4005.37988,000,4005.37988
2014-12-12,4197.47998,4202.52002,4103.49023,4108.93018,000,4108.93018
2014-12-11,4225.33008,4249.12012,4196.52979,4225.85986,000,4225.85986
2014-12-10,4280.33984,4306.72021,4216.18018,4227.91016,000,4227.91016
2014-12-09,4332.72998,4342.12012,4260.06982,4263.93994,149779500,4263.93994
2014-12-08,4400.16992,4407.9502,4375.47998,4375.47998,77425600,4375.47998
2014-12-05,4366.22021,4422.8501,4359.31982,4419.47998,125876600,4419.47998
2014-12-04,4399.93994,4427.74023,4310.68994,4323.89014,144554000,4323.89014
2014-12-03,4384.04004,4405.83008,4378.87988,4391.85986,87190000,4391.85986
2014-12-02,4396.75,4422.77002,4373.02979,4388.2998,101308700,4388.2998
2014-12-01,4354.18994,4383.18994,4334.81006,4377.33008,95799400,4377.33008
2014-11-28,4378.31982,4390.18018,4353.6001,4390.18018,104492600,4390.18018
2014-11-27,4375.41992,4396.2002,4374.58008,4382.33984,95289500,4382.33984
2014-11-26,4382.87988,4399.41016,4364.58984,4373.41992,95096700,4373.41992
2014-11-25,4369.31006,4403.5498,4361.18018,4382.31006,122591400,4382.31006
2014-11-24,4355.97021,4400.33984,4348.83008,4368.43994,117173100,4368.43994
2014-11-21,4245.6499,4356.10986,4240.18994,4347.22998,197869900,4347.22998
2014-11-20,4264.60986,4264.72998,4201.47021,4234.20996,110207200,4234.20996
2014-11-19,4263.33008,4289.16992,4251.04004,4266.18994,83273700,4266.18994
2014-11-18,4230.41016,4267.66016,4223.31982,4262.37988,101914700,4262.37988
2014-11-17,4169.60986,4239.10986,4166.3999,4226.1001,95508800,4226.1001
2014-11-14,4208.10986,4208.12988,4164.79004,4202.45996,109621000,4202.45996
2014-11-13,4203.66992,4220.74023,4153.16992,4187.9502,131579800,4187.9502
2014-11-12,4232.33984,4242.62012,4175.29004,4179.87988,122989000,4179.87988
2014-11-11,4227.12012,4252.91992,4223.68018,4244.1001,99662200,4244.1001
2014-11-10,4184.18018,4224.83008,4174.97998,4222.81982,123847500,4222.81982
2014-11-07,4238.87012,4239.56006,4161.1499,4189.89014,144094600,4189.89014
2014-11-06,4193.47998,4275.2998,4180.31982,4227.68018,163811600,4227.68018
2014-11-05,4163.50977,4214.3501,4145.60986,4208.41992,126747900,4208.41992
2014-11-04,4177.2002,4208.52002,4118.50,4130.18994,142148700,4130.18994
2014-11-03,4225.81006,4238.45996,4185.41016,4194.02979,123590300,4194.02979
2014-10-31,4213.47021,4246.93018,4181.95996,4233.08984,182457000,4233.08984
2014-10-30,4138.08008,4151.10986,4051.86011,4141.24023,248771100,4141.24023
2014-10-29,4126.97021,4134.83008,4106.14014,4110.64014,135705400,4110.64014
2014-10-28,4107.56982,4127.87012,4098.74023,4112.66992,134538100,4112.66992
2014-10-27,4170.83984,4171.52979,4065.92993,4096.74023,126568700,4096.74023
2014-10-24,4137.91992,4153.06982,4119.27002,4128.8999,116217700,4128.8999
2014-10-23,4086.02002,4166.45996,4047.32007,4157.68018,162948200,4157.68018
2014-10-22,4090.93994,4110.47998,4064.08008,4105.08984,142186700,4105.08984
2014-10-21,3968.79004,4081.72998,3965.45996,4081.23999,159668100,4081.23999
2014-10-20,4023.76001,4030.1499,3962.06006,3991.23999,143988900,3991.23999
2014-10-17,3934.18994,4040.69995,3916.80005,4033.17993,230358700,4033.17993
2014-10-16,3968.40991,3987.13989,3789.11011,3918.62012,304167300,3918.62012
2014-10-15,4090.47998,4096.58008,3933.15991,3939.71997,225462800,3939.71997
2014-10-14,4053.08008,4097.8999,4012.82007,4088.25,157157300,4088.25
2014-10-13,4033.73999,4104.00,4030.57007,4078.69995,136272000,4078.69995
2014-10-10,4114.52002,4125.12988,4065.50,4073.70996,213912600,4073.70996
2014-10-09,4222.97998,4222.97998,4123.18018,4141.4502,191315500,4141.4502
2014-10-08,4198.02002,4213.10986,4153.68018,4168.12012,145706200,4168.12012
2014-10-07,4277.41016,4277.41016,4208.66016,4209.14014,140455300,4209.14014
2014-10-06,4317.91992,4319.31006,4279.49023,4286.52002,103757200,4286.52002
