date,close,osef,osef,osef,osef,close
31/07/2011,1.4353,1.4361,1.4377,1.4346,-0.28%,1.4353
29/07/2011,1.4394,1.4326,1.4413,1.4229,0.47%,1.4394
28/07/2011,1.4326,1.4363,1.4400,1.4254,-0.24%,1.4326
27/07/2011,1.4361,1.4508,1.4535,1.4339,-1.01%,1.4361
26/07/2011,1.4508,1.4372,1.4524,1.4357,0.94%,1.4508
25/07/2011,1.4373,1.4367,1.4406,1.4325,0.04%,1.4373
24/07/2011,1.4367,1.4400,1.4400,1.4365,0.06%,1.4367
22/07/2011,1.4358,1.4408,1.4437,1.4324,-0.35%,1.4358
21/07/2011,1.4408,1.4262,1.4438,1.4139,1.03%,1.4408
20/07/2011,1.4261,1.4170,1.4274,1.4133,0.64%,1.4261
19/07/2011,1.4170,1.4127,1.4216,1.4069,0.31%,1.4170
18/07/2011,1.4126,1.4126,1.4136,1.4014,0.00%,1.4126
17/07/2011,1.4126,1.4121,1.4134,1.4116,-0.22%,1.4126
15/07/2011,1.4157,1.4162,1.4192,1.4092,-0.04%,1.4157
14/07/2011,1.4162,1.4269,1.4269,1.4116,-0.75%,1.4162
13/07/2011,1.4269,1.3989,1.4281,1.3962,2.00%,1.4269
12/07/2011,1.3989,1.4037,1.4053,1.3837,-0.34%,1.3989
11/07/2011,1.4037,1.4211,1.4227,1.3986,-1.22%,1.4037
10/07/2011,1.4210,1.4224,1.4226,1.4197,-0.37%,1.4210
08/07/2011,1.4263,1.4360,1.4368,1.4206,-0.68%,1.4263
07/07/2011,1.4360,1.4333,1.4373,1.4221,0.19%,1.4360
06/07/2011,1.4333,1.4433,1.4466,1.4286,-0.69%,1.4333
05/07/2011,1.4432,1.4541,1.4541,1.4402,-0.75%,1.4432
04/07/2011,1.4541,1.4563,1.4567,1.4495,-0.16%,1.4541
03/07/2011,1.4564,1.4537,1.4577,1.4533,0.27%,1.4564
01/07/2011,1.4525,1.4474,1.4550,1.4436,0.35%,1.4525
30/06/2011,1.4474,1.4463,1.4536,1.4447,0.08%,1.4474
29/06/2011,1.4463,1.4357,1.4480,1.4338,0.74%,1.4463
28/06/2011,1.4357,1.4311,1.4396,1.4237,0.32%,1.4357
27/06/2011,1.4311,1.4154,1.4327,1.4102,1.10%,1.4311
26/06/2011,1.4155,1.4188,1.4189,1.4146,-0.22%,1.4155
24/06/2011,1.4186,1.4260,1.4306,1.4142,-0.52%,1.4186
23/06/2011,1.4260,1.4330,1.4332,1.4126,-0.49%,1.4260
22/06/2011,1.4330,1.4376,1.4441,1.4310,-0.32%,1.4330
21/06/2011,1.4376,1.4361,1.4431,1.4307,0.10%,1.4376
20/06/2011,1.4361,1.4256,1.4382,1.4191,0.74%,1.4361
19/06/2011,1.4256,1.4275,1.4293,1.4256,-0.21%,1.4256
17/06/2011,1.4286,1.4201,1.4338,1.4127,0.60%,1.4286
16/06/2011,1.4201,1.4191,1.4221,1.4073,0.07%,1.4201
15/06/2011,1.4191,1.4432,1.4438,1.4156,-1.67%,1.4191
14/06/2011,1.4432,1.4416,1.4497,1.4379,0.11%,1.4432
13/06/2011,1.4416,1.4335,1.4430,1.4322,0.56%,1.4416
12/06/2011,1.4336,1.4327,1.4342,1.4321,-0.07%,1.4336
10/06/2011,1.4346,1.4537,1.4550,1.4322,-1.31%,1.4346
09/06/2011,1.4537,1.4592,1.4646,1.4478,-0.38%,1.4537
08/06/2011,1.4592,1.4680,1.4689,1.4564,-0.59%,1.4592
07/06/2011,1.4679,1.4590,1.4695,1.4563,0.61%,1.4679
06/06/2011,1.4590,1.4651,1.4657,1.4557,-0.42%,1.4590
05/06/2011,1.4651,1.4627,1.4656,1.4626,0.12%,1.4651
03/06/2011,1.4633,1.4486,1.4642,1.4452,1.01%,1.4633
02/06/2011,1.4486,1.4346,1.4512,1.4325,0.98%,1.4486
01/06/2011,1.4346,1.4424,1.4458,1.4308,-0.54%,1.4346
31/05/2011,1.4424,1.4333,1.4436,1.4326,0.63%,1.4424
30/05/2011,1.4333,1.4288,1.4351,1.4257,0.31%,1.4333
29/05/2011,1.4289,1.4310,1.4310,1.4278,-0.20%,1.4289
27/05/2011,1.4317,1.4144,1.4322,1.4129,1.22%,1.4317
26/05/2011,1.4144,1.4069,1.4206,1.4067,0.54%,1.4144
25/05/2011,1.4068,1.4092,1.4118,1.4013,-0.17%,1.4068
24/05/2011,1.4092,1.4012,1.4133,1.4012,0.57%,1.4092
23/05/2011,1.4012,1.4107,1.4135,1.3969,-0.74%,1.4012
22/05/2011,1.4116,1.4132,1.4143,1.4095,-0.29%,1.4116
20/05/2011,1.4157,1.4322,1.4345,1.4132,-1.17%,1.4157
19/05/2011,1.4325,1.4258,1.4337,1.4206,0.47%,1.4325
18/05/2011,1.4258,1.4262,1.4286,1.4195,-0.06%,1.4258
17/05/2011,1.4266,1.4145,1.4276,1.4120,0.86%,1.4266
16/05/2011,1.4145,1.4067,1.4244,1.4048,0.56%,1.4145
15/05/2011,1.4066,1.4075,1.4085,1.4062,-0.36%,1.4066
13/05/2011,1.4117,1.4229,1.4339,1.4067,-0.79%,1.4117
12/05/2011,1.4229,1.4206,1.4276,1.4123,0.17%,1.4229
11/05/2011,1.4205,1.4399,1.4422,1.4172,-1.35%,1.4205
10/05/2011,1.4399,1.4368,1.4418,1.4270,0.22%,1.4399
09/05/2011,1.4368,1.4388,1.4441,1.4255,-0.14%,1.4368
08/05/2011,1.4388,1.4366,1.4396,1.4340,0.51%,1.4388
06/05/2011,1.4315,1.4558,1.4587,1.4312,-1.67%,1.4315
05/05/2011,1.4558,1.4826,1.4899,1.4510,-1.81%,1.4558
04/05/2011,1.4827,1.4836,1.4938,1.4775,-0.06%,1.4827
03/05/2011,1.4836,1.4794,1.4888,1.4754,0.28%,1.4836
02/05/2011,1.4794,1.4815,1.4901,1.4763,-0.14%,1.4794
01/05/2011,1.4815,1.4825,1.4839,1.4779,0.06%,1.4815
29/04/2011,1.4806,1.4840,1.4877,1.4803,-0.23%,1.4806
28/04/2011,1.4840,1.4787,1.4881,1.4772,0.35%,1.4840
27/04/2011,1.4788,1.4704,1.4795,1.4632,0.57%,1.4788
26/04/2011,1.4704,1.4551,1.4712,1.4493,1.06%,1.4704
25/04/2011,1.4550,1.4587,1.4626,1.4525,-0.25%,1.4550
24/04/2011,1.4587,1.4560,1.4588,1.4550,0.19%,1.4587
22/04/2011,1.4560,1.4558,1.4587,1.4534,0.01%,1.4560
21/04/2011,1.4559,1.4519,1.4648,1.4515,0.28%,1.4559
20/04/2011,1.4518,1.4365,1.4544,1.4355,1.07%,1.4518
19/04/2011,1.4365,1.4236,1.4373,1.4205,0.91%,1.4365
18/04/2011,1.4236,1.4396,1.4404,1.4157,-1.11%,1.4236
17/04/2011,1.4396,1.4416,1.4420,1.4390,-0.22%,1.4396
15/04/2011,1.4428,1.4500,1.4502,1.4390,-0.50%,1.4428
14/04/2011,1.4500,1.4451,1.4514,1.4365,0.33%,1.4500
13/04/2011,1.4452,1.4482,1.4519,1.4413,-0.21%,1.4452
12/04/2011,1.4482,1.4423,1.4518,1.4377,0.41%,1.4482
11/04/2011,1.4423,1.4480,1.4481,1.4421,-0.39%,1.4423
10/04/2011,1.4480,1.4453,1.4482,1.4449,-0.01%,1.4480
08/04/2011,1.4482,1.4297,1.4487,1.4291,1.29%,1.4482
07/04/2011,1.4297,1.4324,1.4325,1.4242,-0.19%,1.4297
06/04/2011,1.4324,1.4231,1.4348,1.4228,0.65%,1.4324
05/04/2011,1.4231,1.4204,1.4244,1.4151,0.18%,1.4231
04/04/2011,1.4205,1.4234,1.4268,1.4192,-0.20%,1.4205
03/04/2011,1.4234,1.4231,1.4242,1.4216,0.00%,1.4234
01/04/2011,1.4234,1.4156,1.4245,1.4061,0.55%,1.4234
31/03/2011,1.4156,1.4127,1.4232,1.4116,0.21%,1.4156
30/03/2011,1.4127,1.4110,1.4146,1.4052,0.12%,1.4127
29/03/2011,1.4110,1.4076,1.4148,1.4047,0.24%,1.4110
28/03/2011,1.4076,1.4023,1.4115,1.4022,0.38%,1.4076
27/03/2011,1.4023,1.4046,1.4051,1.4020,-0.45%,1.4023
25/03/2011,1.4087,1.4169,1.4193,1.4055,-0.58%,1.4087
24/03/2011,1.4169,1.4104,1.4219,1.4053,0.46%,1.4169
23/03/2011,1.4104,1.4168,1.4214,1.4077,-0.45%,1.4104
22/03/2011,1.4168,1.4213,1.4248,1.4162,-0.32%,1.4168
21/03/2011,1.4213,1.4168,1.4240,1.4141,0.31%,1.4213
20/03/2011,1.4169,1.4181,1.4181,1.4166,-0.07%,1.4169
18/03/2011,1.4179,1.4030,1.4183,1.3980,1.06%,1.4179
17/03/2011,1.4030,1.3883,1.4052,1.3876,1.05%,1.4030
16/03/2011,1.3884,1.3985,1.4000,1.3866,-0.72%,1.3884
15/03/2011,1.3985,1.3990,1.4012,1.3855,-0.04%,1.3985
14/03/2011,1.3990,1.3934,1.4003,1.3904,0.40%,1.3990
13/03/2011,1.3934,1.3951,1.3952,1.3933,0.23%,1.3934
11/03/2011,1.3902,1.3800,1.3915,1.3752,0.74%,1.3902
10/03/2011,1.3800,1.3902,1.3924,1.3775,-0.73%,1.3800
09/03/2011,1.3902,1.3895,1.3941,1.3855,0.05%,1.3902
08/03/2011,1.3895,1.3962,1.3988,1.3862,-0.48%,1.3895
07/03/2011,1.3962,1.3990,1.4035,1.3955,-0.20%,1.3962
06/03/2011,1.3990,1.3992,1.3997,1.3986,0.03%,1.3990
04/03/2011,1.3986,1.3955,1.4005,1.3942,0.22%,1.3986
03/03/2011,1.3955,1.3865,1.3973,1.3833,0.65%,1.3955
02/03/2011,1.3865,1.3768,1.3890,1.3745,0.70%,1.3865
01/03/2011,1.3768,1.3820,1.3853,1.3763,-0.38%,1.3768
28/02/2011,1.3820,1.3733,1.3855,1.3711,0.63%,1.3820
27/02/2011,1.3733,1.3747,1.3750,1.3730,-0.14%,1.3733
25/02/2011,1.3752,1.3819,1.3837,1.3724,-0.48%,1.3752
24/02/2011,1.3819,1.3760,1.3823,1.3704,0.43%,1.3819
23/02/2011,1.3760,1.3672,1.3786,1.3672,0.64%,1.3760
22/02/2011,1.3672,1.3680,1.3703,1.3528,-0.06%,1.3672
21/02/2011,1.3680,1.3712,1.3712,1.3647,-0.23%,1.3680
20/02/2011,1.3712,1.3689,1.3715,1.3687,0.15%,1.3712
18/02/2011,1.3692,1.3622,1.3714,1.3545,0.51%,1.3692
17/02/2011,1.3622,1.3573,1.3626,1.3537,0.36%,1.3622
16/02/2011,1.3573,1.3497,1.3587,1.3462,0.56%,1.3573
15/02/2011,1.3497,1.3478,1.3550,1.3461,0.14%,1.3497
14/02/2011,1.3478,1.3511,1.3558,1.3428,-0.24%,1.3478
13/02/2011,1.3511,1.3524,1.3525,1.3501,-0.30%,1.3511
11/02/2011,1.3551,1.3603,1.3620,1.3497,-0.38%,1.3551
10/02/2011,1.3603,1.3719,1.3727,1.3577,-0.85%,1.3603
09/02/2011,1.3719,1.3625,1.3742,1.3611,0.69%,1.3719
08/02/2011,1.3625,1.3591,1.3687,1.3572,0.25%,1.3625
07/02/2011,1.3591,1.3573,1.3626,1.3508,0.13%,1.3591
06/02/2011,1.3573,1.3569,1.3576,1.3564,-0.05%,1.3573
04/02/2011,1.3580,1.3623,1.3675,1.3544,-0.32%,1.3580
03/02/2011,1.3623,1.3816,1.3825,1.3609,-1.40%,1.3623
02/02/2011,1.3816,1.3827,1.3861,1.3767,-0.09%,1.3816
01/02/2011,1.3828,1.3712,1.3842,1.3701,0.85%,1.3828
31/01/2011,1.3712,1.3572,1.3738,1.3570,1.03%,1.3712
30/01/2011,1.3572,1.3580,1.3588,1.3571,-0.28%,1.3572
28/01/2011,1.3610,1.3722,1.3745,1.3583,-0.82%,1.3610
27/01/2011,1.3722,1.3709,1.3757,1.3637,0.09%,1.3722
26/01/2011,1.3709,1.3685,1.3721,1.3642,0.18%,1.3709
25/01/2011,1.3685,1.3642,1.3702,1.3573,0.32%,1.3685
24/01/2011,1.3642,1.3618,1.3685,1.3540,0.18%,1.3642
23/01/2011,1.3618,1.3610,1.3620,1.3602,-0.01%,1.3618
21/01/2011,1.3620,1.3465,1.3624,1.3448,1.15%,1.3620
20/01/2011,1.3465,1.3451,1.3522,1.3396,0.10%,1.3465
19/01/2011,1.3451,1.3377,1.3537,1.3376,0.55%,1.3451
18/01/2011,1.3377,1.3281,1.3464,1.3253,0.72%,1.3377
17/01/2011,1.3281,1.3378,1.3379,1.3245,-0.73%,1.3281
16/01/2011,1.3378,1.3370,1.3382,1.3366,-0.07%,1.3378
14/01/2011,1.3388,1.3351,1.3456,1.3314,0.28%,1.3388
13/01/2011,1.3350,1.3126,1.3383,1.3089,1.70%,1.3350
12/01/2011,1.3127,1.2982,1.3144,1.2962,1.12%,1.3127
11/01/2011,1.2982,1.2964,1.2992,1.2905,0.14%,1.2982
10/01/2011,1.2964,1.2895,1.2966,1.2874,0.54%,1.2964
09/01/2011,1.2895,1.2894,1.2905,1.2888,-0.09%,1.2895
07/01/2011,1.2906,1.2980,1.3021,1.2904,-0.56%,1.2906
06/01/2011,1.2979,1.3156,1.3170,1.2968,-1.35%,1.2979
05/01/2011,1.3156,1.3319,1.3325,1.3126,-1.22%,1.3156
04/01/2011,1.3318,1.3356,1.3433,1.3292,-0.28%,1.3318
03/01/2011,1.3355,1.3356,1.3395,1.3250,-0.01%,1.3355
02/01/2011,1.3356,1.3344,1.3361,1.3334,-0.20%,1.3356
31/12/2010,1.3383,1.3301,1.3422,1.3288,0.62%,1.3383
30/12/2010,1.3301,1.3222,1.3314,1.3219,0.60%,1.3301
29/12/2010,1.3222,1.3085,1.3238,1.3084,1.05%,1.3222
28/12/2010,1.3085,1.3188,1.3274,1.3083,-0.78%,1.3085
27/12/2010,1.3188,1.3079,1.3189,1.3078,0.83%,1.3188
26/12/2010,1.3079,1.3113,1.3113,1.3072,-0.32%,1.3079
24/12/2010,1.3121,1.3122,1.3147,1.3095,-0.01%,1.3121
23/12/2010,1.3122,1.3114,1.3151,1.3055,0.06%,1.3122
22/12/2010,1.3114,1.3091,1.3180,1.3078,0.18%,1.3114
21/12/2010,1.3091,1.3117,1.3201,1.3073,-0.20%,1.3091
20/12/2010,1.3117,1.3162,1.3182,1.3095,-0.34%,1.3117
19/12/2010,1.3162,1.3166,1.3166,1.3153,-0.19%,1.3162
17/12/2010,1.3187,1.3239,1.3358,1.3133,-0.39%,1.3187
16/12/2010,1.3238,1.3224,1.3265,1.3181,0.11%,1.3238
15/12/2010,1.3224,1.3356,1.3377,1.3208,-0.99%,1.3224
14/12/2010,1.3356,1.3394,1.3497,1.3355,-0.28%,1.3356
13/12/2010,1.3394,1.3197,1.3433,1.3182,1.50%,1.3394
12/12/2010,1.3196,1.3205,1.3206,1.3196,-0.23%,1.3196
10/12/2010,1.3226,1.3240,1.3282,1.3179,-0.11%,1.3226
09/12/2010,1.3240,1.3248,1.3322,1.3164,-0.06%,1.3240
08/12/2010,1.3248,1.3245,1.3280,1.3180,0.02%,1.3248
07/12/2010,1.3245,1.3288,1.3400,1.3236,-0.33%,1.3245
06/12/2010,1.3289,1.3413,1.3420,1.3246,-0.92%,1.3289
05/12/2010,1.3413,1.3408,1.3422,1.3406,-0.01%,1.3413
03/12/2010,1.3414,1.3211,1.3437,1.3193,1.54%,1.3414
02/12/2010,1.3211,1.3124,1.3246,1.3060,0.66%,1.3211
01/12/2010,1.3124,1.2994,1.3181,1.2971,1.00%,1.3124
30/11/2010,1.2994,1.3099,1.3149,1.2969,-0.80%,1.2994
29/11/2010,1.3099,1.3237,1.3301,1.3064,-1.04%,1.3099
28/11/2010,1.3237,1.3275,1.3287,1.3231,-0.02%,1.3237
26/11/2010,1.3240,1.3339,1.3350,1.3200,-0.74%,1.3240
25/11/2010,1.3339,1.3357,1.3386,1.3286,-0.13%,1.3339
24/11/2010,1.3357,1.3385,1.3420,1.3284,-0.21%,1.3357
23/11/2010,1.3385,1.3600,1.3614,1.3360,-1.58%,1.3385
22/11/2010,1.3600,1.3741,1.3785,1.3577,-1.03%,1.3600
21/11/2010,1.3741,1.3736,1.3743,1.3713,0.50%,1.3741
19/11/2010,1.3672,1.3656,1.3731,1.3608,0.12%,1.3672
18/11/2010,1.3656,1.3553,1.3667,1.3542,0.75%,1.3656
17/11/2010,1.3554,1.3493,1.3565,1.3460,0.45%,1.3554
16/11/2010,1.3493,1.3573,1.3655,1.3447,-0.58%,1.3493
15/11/2010,1.3572,1.3688,1.3750,1.3563,-0.85%,1.3572
14/11/2010,1.3688,1.3683,1.3708,1.3681,-0.01%,1.3688
12/11/2010,1.3690,1.3621,1.3776,1.3574,0.51%,1.3690
11/11/2010,1.3621,1.3774,1.3820,1.3608,-1.11%,1.3621
10/11/2010,1.3774,1.3770,1.3825,1.3671,0.02%,1.3774
09/11/2010,1.3771,1.3867,1.3973,1.3748,-0.69%,1.3771
08/11/2010,1.3867,1.4074,1.4085,1.3859,-1.47%,1.3867
07/11/2010,1.4074,1.4054,1.4080,1.4044,0.31%,1.4074
05/11/2010,1.4031,1.4228,1.4230,1.4024,-1.38%,1.4031
04/11/2010,1.4228,1.4126,1.4281,1.4102,0.71%,1.4228
03/11/2010,1.4127,1.4032,1.4180,1.3992,0.67%,1.4127
02/11/2010,1.4033,1.3908,1.4057,1.3881,0.90%,1.4033
01/11/2010,1.3908,1.3973,1.4011,1.3864,-0.47%,1.3908
31/10/2010,1.3973,1.3970,1.3978,1.3966,0.19%,1.3973
29/10/2010,1.3946,1.3928,1.3950,1.3807,0.13%,1.3946
28/10/2010,1.3928,1.3777,1.3945,1.3774,1.09%,1.3928
27/10/2010,1.3778,1.3845,1.3876,1.3734,-0.48%,1.3778
26/10/2010,1.3845,1.3922,1.3981,1.3825,-0.55%,1.3845
25/10/2010,1.3922,1.3961,1.4080,1.3907,-0.28%,1.3922
24/10/2010,1.3961,1.3952,1.3963,1.3934,0.06%,1.3961
22/10/2010,1.3953,1.3912,1.3970,1.3860,0.29%,1.3953
21/10/2010,1.3912,1.3976,1.4049,1.3871,-0.45%,1.3912
20/10/2010,1.3975,1.3698,1.3989,1.3698,2.02%,1.3975
19/10/2010,1.3698,1.3963,1.4002,1.3698,-1.90%,1.3698
18/10/2010,1.3963,1.3951,1.3998,1.3830,0.09%,1.3963
17/10/2010,1.3951,1.3973,1.3973,1.3941,-0.18%,1.3951
15/10/2010,1.3976,1.4024,1.4150,1.3937,-0.35%,1.3976
14/10/2010,1.4025,1.3982,1.4122,1.3982,0.31%,1.4025
13/10/2010,1.3982,1.3920,1.4001,1.3912,0.45%,1.3982
12/10/2010,1.3920,1.3864,1.3934,1.3775,0.40%,1.3920
11/10/2010,1.3864,1.3996,1.3998,1.3856,-0.94%,1.3864
10/10/2010,1.3996,1.4002,1.4007,1.3973,0.49%,1.3996
08/10/2010,1.3928,1.3924,1.3983,1.3834,0.03%,1.3928
07/10/2010,1.3924,1.3915,1.4028,1.3857,0.06%,1.3924
06/10/2010,1.3915,1.3853,1.3947,1.3800,0.45%,1.3915
05/10/2010,1.3853,1.3648,1.3858,1.3637,1.50%,1.3853
04/10/2010,1.3648,1.3775,1.3784,1.3644,-0.92%,1.3648
03/10/2010,1.3775,1.3788,1.3789,1.3773,-0.11%,1.3775
01/10/2010,1.3790,1.3630,1.3792,1.3629,1.17%,1.3790
30/09/2010,1.3631,1.3624,1.3682,1.3559,0.05%,1.3631
29/09/2010,1.3624,1.3572,1.3646,1.3566,0.38%,1.3624
28/09/2010,1.3573,1.3428,1.3595,1.3381,1.08%,1.3573
27/09/2010,1.3428,1.3478,1.3505,1.3425,-0.37%,1.3428
26/09/2010,1.3478,1.3482,1.3494,1.3469,-0.10%,1.3478
24/09/2010,1.3492,1.3295,1.3495,1.3286,1.48%,1.3492
23/09/2010,1.3295,1.3393,1.3413,1.3291,-0.73%,1.3295
22/09/2010,1.3393,1.3283,1.3439,1.3267,0.83%,1.3393
21/09/2010,1.3283,1.3062,1.3290,1.3059,1.69%,1.3283
20/09/2010,1.3062,1.3042,1.3121,1.3029,0.15%,1.3062
19/09/2010,1.3043,1.3046,1.3051,1.3034,-0.05%,1.3043
17/09/2010,1.3049,1.3066,1.3158,1.3019,-0.13%,1.3049
16/09/2010,1.3066,1.3010,1.3116,1.2975,0.42%,1.3066
15/09/2010,1.3011,1.2995,1.3036,1.2953,0.12%,1.3011
14/09/2010,1.2995,1.2862,1.3032,1.2829,1.03%,1.2995
13/09/2010,1.2863,1.2760,1.2892,1.2758,0.81%,1.2863
12/09/2010,1.2760,1.2705,1.2761,1.2704,0.65%,1.2760
10/09/2010,1.2678,1.2677,1.2746,1.2643,0.00%,1.2678
09/09/2010,1.2678,1.2727,1.2765,1.2665,-0.39%,1.2678
08/09/2010,1.2727,1.2692,1.2762,1.2659,0.28%,1.2727
07/09/2010,1.2692,1.2818,1.2818,1.2676,-0.98%,1.2692
06/09/2010,1.2818,1.2886,1.2917,1.2799,-0.53%,1.2818
05/09/2010,1.2886,1.2893,1.2896,1.2881,-0.07%,1.2886
03/09/2010,1.2895,1.2814,1.2897,1.2808,0.63%,1.2895
02/09/2010,1.2814,1.2795,1.2847,1.2776,0.15%,1.2814
01/09/2010,1.2795,1.2674,1.2855,1.2663,0.95%,1.2795
31/08/2010,1.2674,1.2663,1.2742,1.2625,0.09%,1.2674
30/08/2010,1.2663,1.2752,1.2755,1.2658,-0.70%,1.2663
29/08/2010,1.2752,1.2764,1.2765,1.2744,-0.08%,1.2752
27/08/2010,1.2762,1.2703,1.2778,1.2681,0.46%,1.2762
26/08/2010,1.2703,1.2671,1.2763,1.2650,0.24%,1.2703
25/08/2010,1.2672,1.2635,1.2725,1.2609,0.29%,1.2672
24/08/2010,1.2635,1.2631,1.2716,1.2587,0.03%,1.2635
23/08/2010,1.2631,1.2699,1.2729,1.2624,-0.54%,1.2631
22/08/2010,1.2699,1.2705,1.2711,1.2689,-0.09%,1.2699
20/08/2010,1.2710,1.2807,1.2832,1.2663,-0.76%,1.2710
19/08/2010,1.2807,1.2799,1.2902,1.2772,0.06%,1.2807
18/08/2010,1.2799,1.2869,1.2921,1.2792,-0.54%,1.2799
17/08/2010,1.2869,1.2813,1.2915,1.2804,0.44%,1.2869
16/08/2010,1.2813,1.2756,1.2871,1.2734,0.45%,1.2813
15/08/2010,1.2756,1.2765,1.2773,1.2756,0.02%,1.2756
13/08/2010,1.2753,1.2842,1.2905,1.2749,-0.69%,1.2753
12/08/2010,1.2842,1.2849,1.2932,1.2780,-0.05%,1.2842
11/08/2010,1.2849,1.3155,1.3160,1.2830,-2.33%,1.2849
10/08/2010,1.3155,1.3215,1.3226,1.3074,-0.45%,1.3155
09/08/2010,1.3215,1.3282,1.3307,1.3211,-0.51%,1.3215
08/08/2010,1.3283,1.3288,1.3290,1.3276,0.04%,1.3283
06/08/2010,1.3278,1.3179,1.3333,1.3157,0.75%,1.3278
05/08/2010,1.3179,1.3154,1.3234,1.3119,0.19%,1.3179
04/08/2010,1.3154,1.3220,1.3238,1.3131,-0.50%,1.3154
03/08/2010,1.3220,1.3171,1.3261,1.3146,0.36%,1.3220
02/08/2010,1.3172,1.3059,1.3194,1.3055,0.87%,1.3172
01/08/2010,1.3059,1.3060,1.3060,1.3053,0.07%,1.3059
30/07/2010,1.3050,1.3066,1.3093,1.2980,-0.12%,1.3050
29/07/2010,1.3066,1.2998,1.3106,1.2977,0.52%,1.3066
28/07/2010,1.2998,1.2988,1.3041,1.2966,0.08%,1.2998
27/07/2010,1.2987,1.2982,1.3045,1.2952,0.04%,1.2987
26/07/2010,1.2982,1.2923,1.3005,1.2889,0.46%,1.2982
25/07/2010,1.2923,1.2894,1.2925,1.2876,0.11%,1.2923
23/07/2010,1.2909,1.2911,1.2964,1.2793,-0.02%,1.2909
22/07/2010,1.2911,1.2759,1.2930,1.2737,1.19%,1.2911
21/07/2010,1.2759,1.2905,1.2912,1.2732,-1.13%,1.2759
20/07/2010,1.2905,1.2939,1.3028,1.2839,-0.26%,1.2905
19/07/2010,1.2939,1.2889,1.2991,1.2871,0.39%,1.2939
18/07/2010,1.2889,1.2904,1.2918,1.2889,-0.32%,1.2889
16/07/2010,1.2930,1.2918,1.3006,1.2889,0.09%,1.2930
15/07/2010,1.2918,1.2734,1.2954,1.2709,1.44%,1.2918
14/07/2010,1.2734,1.2719,1.2777,1.2682,0.12%,1.2734
13/07/2010,1.2719,1.2603,1.2738,1.2522,0.92%,1.2719
12/07/2010,1.2603,1.2638,1.2644,1.2551,-0.28%,1.2603
11/07/2010,1.2638,1.2641,1.2646,1.2630,-0.02%,1.2638
09/07/2010,1.2640,1.2690,1.2722,1.2609,-0.39%,1.2640
08/07/2010,1.2690,1.2625,1.2710,1.2625,0.52%,1.2690
07/07/2010,1.2624,1.2622,1.2663,1.2553,0.02%,1.2624
06/07/2010,1.2622,1.2507,1.2662,1.2480,0.92%,1.2622
05/07/2010,1.2507,1.2547,1.2557,1.2505,-0.32%,1.2507
04/07/2010,1.2547,1.2556,1.2562,1.2544,-0.15%,1.2547
02/07/2010,1.2566,1.2509,1.2611,1.2482,0.46%,1.2566
01/07/2010,1.2508,1.2226,1.2533,1.2193,2.31%,1.2508
30/06/2010,1.2226,1.2187,1.2304,1.2166,0.33%,1.2226
29/06/2010,1.2186,1.2287,1.2290,1.2149,-0.82%,1.2186
28/06/2010,1.2287,1.2386,1.2397,1.2265,-0.80%,1.2287
27/06/2010,1.2386,1.2378,1.2388,1.2368,0.15%,1.2386
25/06/2010,1.2368,1.2335,1.2394,1.2254,0.27%,1.2368
24/06/2010,1.2335,1.2306,1.2387,1.2261,0.24%,1.2335
23/06/2010,1.2306,1.2266,1.2343,1.2209,0.33%,1.2306
22/06/2010,1.2265,1.2320,1.2353,1.2252,-0.45%,1.2265
21/06/2010,1.2321,1.2415,1.2466,1.2304,-0.76%,1.2321
20/06/2010,1.2415,1.2429,1.2429,1.2399,0.22%,1.2415
18/06/2010,1.2388,1.2387,1.2416,1.2353,0.00%,1.2388
17/06/2010,1.2388,1.2298,1.2410,1.2242,0.73%,1.2388
16/06/2010,1.2298,1.2316,1.2352,1.2255,-0.14%,1.2298
15/06/2010,1.2315,1.2211,1.2349,1.2168,0.85%,1.2315
14/06/2010,1.2211,1.2206,1.2297,1.2163,0.04%,1.2211
13/06/2010,1.2206,1.2119,1.2206,1.2115,0.78%,1.2206
11/06/2010,1.2111,1.2130,1.2152,1.2045,-0.16%,1.2111
10/06/2010,1.2130,1.1989,1.2141,1.1957,1.18%,1.2130
09/06/2010,1.1989,1.1958,1.2072,1.1924,0.26%,1.1989
08/06/2010,1.1958,1.1923,1.2008,1.1902,0.29%,1.1958
07/06/2010,1.1923,1.1931,1.1991,1.1876,-0.07%,1.1923
06/06/2010,1.1931,1.1946,1.1965,1.1924,-0.30%,1.1931
04/06/2010,1.1967,1.2178,1.2215,1.1955,-1.73%,1.1967
03/06/2010,1.2178,1.2251,1.2325,1.2152,-0.60%,1.2178
02/06/2010,1.2251,1.2245,1.2273,1.2175,0.05%,1.2251
01/06/2010,1.2245,1.2270,1.2349,1.2111,-0.20%,1.2245
31/05/2010,1.2270,1.2288,1.2334,1.2267,-0.15%,1.2270
30/05/2010,1.2288,1.2281,1.2292,1.2266,0.13%,1.2288
28/05/2010,1.2272,1.2367,1.2452,1.2265,-0.77%,1.2272
27/05/2010,1.2367,1.2183,1.2394,1.2182,1.51%,1.2367
26/05/2010,1.2183,1.2332,1.2343,1.2153,-1.22%,1.2183
25/05/2010,1.2333,1.2338,1.2388,1.2178,-0.04%,1.2333
24/05/2010,1.2338,1.2510,1.2538,1.2332,-1.38%,1.2338
23/05/2010,1.2511,1.2546,1.2562,1.2505,-0.48%,1.2511
