date,close,osef,osef,osef,osef,close
05/03/2013,90.82,90.23,90.99,90.02,209,90.82
04/03/2013,90.12,90.71,90.91,89.33,231,90.12
01/03/2013,90.68,91.76,91.97,90.04,248,90.68
28/02/2013,92.05,92.89,93.18,91.57,218,92.05
27/02/2013,92.76,92.72,93.37,92.18,201,92.76
26/02/2013,92.63,91.92,93.44,91.92,230,92.63
25/02/2013,93.11,93.23,94.46,92.07,217,93.11
22/02/2013,93.13,92.96,93.48,92.44,204,93.13
21/02/2013,92.84,94.72,94.92,92.63,286,92.84
20/02/2013,94.46,96.66,97.07,93.92,30,94.46
19/02/2013,96.66,95.97,96.73,95.25,118,96.66
15/02/2013,95.86,97.34,97.47,95.21,223,95.86
14/02/2013,97.31,97.17,97.71,96.77,174,97.31
13/02/2013,97.01,97.59,98.11,96.63,246,97.01
12/02/2013,97.51,96.96,97.79,96.68,239,97.51
11/02/2013,97.03,95.79,97.09,94.97,283,97.03
08/02/2013,95.72,95.92,96.57,95.27,229,95.72
07/02/2013,95.83,96.86,97.21,95.54,275,95.83
06/02/2013,96.62,96.64,96.99,95.04,282,96.62
05/02/2013,96.64,96.13,97.07,95.91,188,96.64
04/02/2013,96.17,97.72,97.76,95.89,196,96.17
01/02/2013,97.77,97.42,98.15,96.51,270,97.77
31/01/2013,97.49,97.96,98.04,96.84,230,97.49
30/01/2013,97.94,97.32,98.24,97.32,211,97.94
29/01/2013,97.57,96.46,97.82,96.29,252,97.57
28/01/2013,96.44,96.04,96.81,95.47,167,96.44
25/01/2013,95.88,95.95,96.56,95.43,184,95.88
24/01/2013,95.95,95.50,96.68,95.12,232,95.95
23/01/2013,95.23,96.76,96.92,94.95,318,95.23
22/01/2013,96.24,95.25,96.38,94.98,37,96.24
18/01/2013,95.56,95.19,95.67,94.91,118,95.56
17/01/2013,95.49,94.19,96.04,93.80,178,95.49
16/01/2013,94.24,93.40,94.36,93.10,241,94.24
15/01/2013,93.28,94.20,94.44,93.22,248,93.28
14/01/2013,94.14,93.74,94.29,92.95,248,94.14
11/01/2013,93.56,93.87,94.13,92.65,257,93.56
10/01/2013,93.82,93.19,94.70,93.08,279,93.82
09/01/2013,93.10,93.15,93.65,92.68,201,93.10
08/01/2013,93.15,93.32,93.80,92.67,195,93.15
07/01/2013,93.19,93.21,93.35,92.42,166,93.19
04/01/2013,93.09,92.86,93.21,91.52,210,93.09
03/01/2013,92.92,92.91,93.30,92.49,189,92.92
02/01/2013,93.12,91.78,93.87,91.56,203,93.12
31/12/2012,91.82,90.41,91.99,90.00,119,91.82
28/12/2012,90.80,91.15,91.49,90.32,131,90.80
27/12/2012,90.87,91.00,91.44,90.05,152,90.87
26/12/2012,90.98,88.62,91.30,88.59,141,90.98
24/12/2012,88.61,88.60,88.86,88.20,48,88.61
21/12/2012,88.66,90.02,90.07,87.96,180,88.66
20/12/2012,90.13,89.69,90.54,89.26,178,90.13
19/12/2012,89.51,87.94,89.90,87.81,36,89.51
18/12/2012,87.93,87.45,88.16,87.21,93,87.93
17/12/2012,87.20,86.88,87.71,86.48,157,87.20
14/12/2012,86.73,86.13,86.92,86.05,218,86.73
13/12/2012,85.89,86.77,86.97,85.81,228,85.89
12/12/2012,86.77,85.69,87.68,85.68,300,86.77
11/12/2012,85.79,85.70,86.37,85.21,217,85.79
10/12/2012,85.56,85.98,86.78,85.33,211,85.56
07/12/2012,85.93,86.39,86.92,85.77,244,85.93
06/12/2012,86.26,87.87,88.23,85.68,269,86.26
05/12/2012,87.88,88.50,89.05,87.46,220,87.88
04/12/2012,88.50,88.93,89.18,87.57,206,88.50
03/12/2012,89.09,88.85,90.33,88.66,235,89.09
30/11/2012,88.91,87.66,88.99,87.47,216,88.91
29/11/2012,88.07,86.57,88.69,86.55,270,88.07
28/11/2012,86.49,87.33,87.34,85.36,249,86.49
27/11/2012,87.18,87.82,88.25,86.83,210,87.18
26/11/2012,87.74,88.21,88.29,87.27,156,87.74
23/11/2012,88.28,87.68,88.53,86.71,104,88.28
21/11/2012,87.38,87.28,87.89,86.37,220,87.38
20/11/2012,86.75,89.15,89.19,86.17,322,86.75
19/11/2012,89.28,87.30,89.80,87.11,247,89.28
16/11/2012,86.67,85.28,87.01,85.02,40,86.67
15/11/2012,85.45,86.36,86.83,84.68,168,85.45
14/11/2012,86.32,85.37,86.65,84.93,265,86.32
13/11/2012,85.38,85.59,85.95,84.57,352,85.38
12/11/2012,85.57,86.19,86.54,85.27,280,85.57
09/11/2012,86.07,85.00,86.77,84.13,322,86.07
08/11/2012,85.09,84.52,85.70,84.22,296,85.09
07/11/2012,84.44,88.42,88.80,84.05,422,84.44
06/11/2012,88.71,85.67,89.22,85.42,303,88.71
05/11/2012,85.65,84.65,85.90,84.34,221,85.65
02/11/2012,84.86,86.91,87.24,84.66,297,84.86
01/11/2012,87.09,86.10,87.42,85.92,197,87.09
31/10/2012,86.24,85.73,87.19,85.61,212,86.24
30/10/2012,85.68,85.31,86.24,85.10,106,85.68
29/10/2012,85.54,86.43,86.43,84.66,145,85.54
26/10/2012,86.28,86.00,86.37,85.00,212,86.28
25/10/2012,86.05,85.65,86.75,85.23,208,86.05
24/10/2012,85.73,86.60,87.47,84.94,298,85.73
23/10/2012,86.67,89.14,89.29,85.69,309,86.67
22/10/2012,88.73,89.52,90.80,88.21,23,88.73
19/10/2012,90.05,92.04,93.05,89.83,123,90.05
18/10/2012,92.10,92.06,92.59,90.66,184,92.10
17/10/2012,92.12,92.08,92.85,91.55,226,92.12
16/10/2012,92.09,91.76,92.32,91.30,232,92.09
15/10/2012,91.85,91.63,92.20,89.79,269,91.85
12/10/2012,91.86,92.41,92.64,91.16,198,91.86
11/10/2012,92.07,91.27,92.94,91.09,300,92.07
10/10/2012,91.25,92.26,93.66,91.02,303,91.25
09/10/2012,92.39,89.62,92.91,89.29,378,92.39
08/10/2012,89.33,89.85,89.89,88.21,202,89.33
05/10/2012,89.88,91.51,91.71,89.01,279,89.88
04/10/2012,91.71,88.01,91.84,87.91,291,91.71
03/10/2012,88.14,91.64,91.82,87.70,339,88.14
02/10/2012,91.89,92.41,92.94,91.62,177,91.89
01/10/2012,92.48,92.15,93.33,91.26,216,92.48
28/09/2012,92.19,92.35,92.71,91.40,210,92.19
27/09/2012,91.85,90.08,92.39,89.88,237,91.85
26/09/2012,89.98,90.82,91.34,88.95,272,89.98
25/09/2012,91.37,92.11,93.20,90.57,239,91.37
24/09/2012,91.93,93.18,93.18,91.06,188,91.93
21/09/2012,92.89,92.93,93.84,92.59,181,92.89
20/09/2012,91.87,91.77,92.37,90.66,30,91.87
19/09/2012,91.98,95.49,96.17,91.25,133,91.98
18/09/2012,95.29,96.71,97.23,95.11,196,95.29
17/09/2012,96.62,99.15,99.52,94.65,308,96.62
14/09/2012,99.00,98.04,100.42,97.99,271,99.00
13/09/2012,98.31,96.93,98.58,96.51,291,98.31
12/09/2012,97.01,96.85,98.06,96.31,223,97.01
11/09/2012,97.17,96.29,97.31,96.08,222,97.17
10/09/2012,96.54,96.24,96.63,95.34,222,96.54
07/09/2012,96.42,94.70,96.74,94.08,293,96.42
06/09/2012,95.53,96.00,97.71,94.59,327,95.53
05/09/2012,95.36,95.61,96.03,94.26,233,95.36
04/09/2012,95.30,96.38,97.37,94.97,256,95.30
31/08/2012,96.47,94.75,96.92,94.51,249,96.47
30/08/2012,94.62,95.30,95.60,93.95,192,94.62
29/08/2012,95.49,96.08,96.37,94.76,185,95.49
28/08/2012,96.33,95.66,96.54,95.14,198,96.33
27/08/2012,95.47,96.67,97.72,94.41,230,95.47
24/08/2012,96.15,96.06,97.17,95.41,204,96.15
23/08/2012,96.27,97.30,98.29,95.75,225,96.27
22/08/2012,97.26,96.94,97.54,96.26,217,97.26
21/08/2012,96.68,95.97,97.60,95.81,33,96.68
20/08/2012,95.97,96.36,96.53,95.02,113,95.97
17/08/2012,96.01,95.23,96.28,94.98,162,96.01
16/08/2012,95.60,94.21,95.75,93.93,212,95.60
15/08/2012,94.33,93.25,94.90,92.68,281,94.33
14/08/2012,93.43,92.71,93.92,92.56,200,93.43
13/08/2012,92.73,93.25,94.14,92.05,280,92.73
10/08/2012,92.87,93.46,93.87,91.71,224,92.87
09/08/2012,93.36,93.43,94.21,93.07,258,93.36
08/08/2012,93.35,93.41,94.72,92.82,269,93.35
07/08/2012,93.67,92.05,94.42,91.78,260,93.67
06/08/2012,92.20,91.34,92.33,90.63,194,92.20
03/08/2012,91.40,87.26,91.74,87.23,301,91.40
02/08/2012,87.13,88.87,89.63,86.92,302,87.13
01/08/2012,88.91,88.03,89.47,87.51,281,88.91
31/07/2012,88.06,89.67,90.30,87.31,282,88.06
30/07/2012,89.78,90.14,90.95,89.33,191,89.78
27/07/2012,90.13,89.43,90.45,89.13,210,90.13
26/07/2012,89.39,89.10,90.47,88.07,233,89.39
25/07/2012,88.97,88.20,89.36,86.84,289,88.97
24/07/2012,88.50,88.05,89.09,87.43,309,88.50
23/07/2012,88.14,91.61,91.64,87.91,290,88.14
20/07/2012,91.44,92.22,92.30,90.66,22,91.44
19/07/2012,92.66,90.08,92.94,89.86,102,92.66
18/07/2012,89.87,89.13,90.04,88.59,192,89.87
17/07/2012,89.22,88.26,89.46,87.41,262,89.22
16/07/2012,88.43,87.13,88.48,86.41,223,88.43
13/07/2012,87.10,85.86,87.61,85.58,260,87.10
12/07/2012,86.08,86.20,86.37,84.21,240,86.08
11/07/2012,85.81,84.01,86.49,84.01,307,85.81
10/07/2012,83.91,85.84,85.95,83.65,291,83.91
09/07/2012,85.99,84.20,86.48,84.00,256,85.99
06/07/2012,84.45,86.73,87.13,84.02,296,84.45
05/07/2012,87.22,87.75,88.98,86.50,368,87.22
03/07/2012,87.66,83.67,88.04,83.33,336,87.66
02/07/2012,83.75,84.65,85.05,82.10,299,83.75
29/06/2012,84.96,78.46,85.34,78.28,439,84.96
28/06/2012,77.69,80.48,80.84,77.28,310,77.69
27/06/2012,80.21,79.47,80.92,78.68,253,80.21
26/06/2012,79.36,79.23,79.68,78.36,253,79.36
25/06/2012,79.21,80.20,80.68,78.03,249,79.21
22/06/2012,79.76,78.11,80.37,77.56,293,79.76
21/06/2012,78.20,81.08,81.20,77.93,376,78.20
20/06/2012,81.80,84.04,84.34,80.91,37,81.80
19/06/2012,84.03,83.06,84.41,82.28,109,84.03
18/06/2012,83.27,85.09,85.60,82.04,216,83.27
15/06/2012,84.03,84.33,84.80,83.42,216,84.03
14/06/2012,83.91,82.44,84.42,82.27,278,83.91
13/06/2012,82.62,83.51,84.01,82.15,327,82.62
12/06/2012,83.32,81.18,83.72,81.07,320,83.32
11/06/2012,82.70,85.72,86.64,81.11,343,82.70
08/06/2012,84.10,83.63,84.67,82.00,304,84.10
07/06/2012,84.82,85.50,87.03,83.43,339,84.82
06/06/2012,85.02,84.12,86.27,84.03,313,85.02
05/06/2012,84.29,84.14,84.92,83.31,246,84.29
04/06/2012,83.98,82.96,84.38,81.21,309,83.98
01/06/2012,83.23,86.44,86.59,82.29,407,83.23
31/05/2012,86.53,87.55,88.28,85.86,345,86.53
30/05/2012,87.82,90.86,90.92,87.27,297,87.82
29/05/2012,90.76,91.00,92.21,90.25,262,90.76
25/05/2012,90.86,90.79,91.32,90.20,153,90.86
24/05/2012,90.66,90.53,91.52,89.81,231,90.66
23/05/2012,89.90,91.54,91.72,89.28,275,89.90
22/05/2012,91.66,92.64,93.01,91.39,27,91.66
21/05/2012,92.57,91.27,93.06,90.84,107,92.57
18/05/2012,91.48,92.86,92.88,90.93,211,91.48
17/05/2012,92.56,92.77,93.88,92.09,280,92.56
16/05/2012,92.81,93.16,94.16,91.81,308,92.81
15/05/2012,93.98,93.91,95.48,93.02,284,93.98
14/05/2012,94.78,95.79,95.83,93.65,251,94.78
11/05/2012,96.13,96.53,97.20,95.56,260,96.13
10/05/2012,97.08,96.45,97.69,96.08,282,97.08
09/05/2012,96.81,97.38,97.39,95.17,332,96.81
08/05/2012,97.01,97.96,98.12,95.52,333,97.01
07/05/2012,97.94,98.05,98.24,95.34,300,97.94
04/05/2012,98.49,102.59,102.72,97.51,443,98.49
03/05/2012,102.54,105.39,105.42,102.36,316,102.54
02/05/2012,105.22,105.98,106.05,104.91,256,105.22
01/05/2012,106.16,104.89,106.43,104.39,245,106.16
30/04/2012,104.87,104.93,105.16,103.88,211,104.87
27/04/2012,104.93,104.10,105.00,103.74,182,104.93
26/04/2012,104.55,103.96,104.92,103.84,192,104.55
25/04/2012,104.12,103.76,104.57,103.11,276,104.12
24/04/2012,103.55,103.11,104.10,102.79,196,103.55
23/04/2012,103.11,103.82,103.90,101.82,213,103.11
20/04/2012,103.05,102.57,104.27,102.45,23,103.05
19/04/2012,102.27,102.73,103.21,101.67,91,102.27
18/04/2012,102.67,104.22,104.51,102.19,195,102.67
17/04/2012,104.20,103.15,105.07,102.66,244,104.20
16/04/2012,102.93,102.80,103.37,101.80,284,102.93
13/04/2012,102.83,103.66,103.90,102.61,227,102.83
12/04/2012,103.64,102.55,104.24,102.39,271,103.64
11/04/2012,102.70,100.94,103.13,100.84,283,102.70
10/04/2012,101.02,102.33,102.96,100.68,312,101.02
09/04/2012,102.46,102.53,102.60,100.81,205,102.46
05/04/2012,103.31,101.96,103.40,101.37,242,103.31
04/04/2012,101.47,104.09,104.12,101.08,300,101.47
03/04/2012,104.01,105.04,105.18,103.59,245,104.01
02/04/2012,105.23,103.27,105.49,102.06,278,105.23
30/03/2012,103.02,103.29,104.15,102.78,244,103.02
29/03/2012,102.78,105.58,105.70,102.13,319,102.78
28/03/2012,105.41,106.81,106.94,104.67,309,105.41
27/03/2012,107.33,107.09,107.73,106.52,209,107.33
26/03/2012,107.03,106.79,107.32,106.19,162,107.03
23/03/2012,106.87,105.52,108.25,105.16,260,106.87
22/03/2012,105.35,106.81,107.12,104.50,295,105.35
21/03/2012,107.27,106.33,107.64,106.06,252,107.27
20/03/2012,105.61,107.82,107.91,105.35,26,105.61
19/03/2012,108.09,107.18,108.24,106.55,110,108.09
16/03/2012,107.06,105.44,107.34,105.13,192,107.06
15/03/2012,105.11,105.50,106.18,103.78,371,105.11
14/03/2012,105.43,106.69,107.02,105.12,283,105.43
13/03/2012,106.71,106.55,107.35,105.67,282,106.71
12/03/2012,106.34,107.50,107.56,105.38,234,106.34
09/03/2012,107.40,106.91,108.20,106.13,292,107.40
08/03/2012,106.58,106.24,107.20,105.84,296,106.58
07/03/2012,106.16,104.93,106.55,104.35,333,106.16
06/03/2012,104.70,107.11,107.34,104.51,332,104.70
05/03/2012,106.72,106.75,107.42,105.50,237,106.72
02/03/2012,106.70,108.75,109.03,105.80,299,106.70
01/03/2012,108.84,106.82,110.55,106.55,389,108.84
29/02/2012,107.07,106.46,107.43,104.84,353,107.07
28/02/2012,106.55,107.95,108.79,106.30,278,106.55
27/02/2012,108.56,109.67,109.77,107.27,277,108.56
24/02/2012,109.77,108.66,109.95,107.95,267,109.77
23/02/2012,107.83,105.95,108.74,105.45,325,107.83
22/02/2012,106.28,106.01,106.72,105.61,241,106.28
21/02/2012,105.84,104.65,106.07,104.26,32,105.84
17/02/2012,103.24,102.35,104.14,102.25,134,103.24
16/02/2012,102.31,101.90,102.69,100.84,197,102.31
15/02/2012,101.80,100.90,102.54,100.61,278,101.80
14/02/2012,100.74,100.73,101.84,100.28,314,100.74
13/02/2012,100.91,99.33,100.91,99.09,268,100.91
10/02/2012,98.67,99.89,99.89,97.32,307,98.67
09/02/2012,99.84,99.10,100.18,98.66,295,99.84
08/02/2012,98.71,98.77,100.09,98.10,364,98.71
07/02/2012,98.41,97.13,99.13,95.84,400,98.41
06/02/2012,96.91,97.74,97.75,96.38,257,96.91
03/02/2012,97.84,96.61,98.03,96.01,318,97.84
02/02/2012,96.36,97.11,97.99,95.44,331,96.36
01/02/2012,97.61,98.38,99.49,97.11,293,97.61
31/01/2012,98.48,98.88,101.29,97.86,373,98.48
30/01/2012,98.78,100.00,100.05,98.43,215,98.78
27/01/2012,99.56,99.93,100.63,99.13,253,99.56
26/01/2012,99.70,99.96,101.39,99.23,260,99.70
25/01/2012,99.40,99.20,100.40,97.53,322,99.40
24/01/2012,98.95,99.88,100.18,98.25,242,98.95
23/01/2012,99.58,98.34,100.24,97.40,238,99.58
20/01/2012,98.46,100.39,100.74,97.91,34,98.46
19/01/2012,100.39,101.14,102.06,99.98,120,100.39
18/01/2012,100.59,100.91,102.06,99.84,269,100.59
17/01/2012,100.71,98.95,101.01,98.60,322,100.71
13/01/2012,98.70,99.20,100.19,97.70,335,98.70
12/01/2012,99.10,101.00,102.98,98.50,370,99.10
11/01/2012,100.87,102.20,102.46,100.55,311,100.87
10/01/2012,102.24,101.30,103.41,101.30,291,102.24
09/01/2012,101.31,101.92,102.15,100.10,311,101.31
06/01/2012,101.56,101.35,102.80,100.88,290,101.56
05/01/2012,101.81,103.29,103.73,101.30,295,101.81
04/01/2012,103.22,102.99,103.74,101.88,271,103.22
03/01/2012,102.96,99.70,103.18,99.65,275,102.96
30/12/2011,98.83,99.78,100.16,98.61,154,98.83
29/12/2011,99.65,99.59,99.92,98.30,153,99.65
28/12/2011,99.36,101.25,101.71,99.11,164,99.36
27/12/2011,101.34,99.92,101.77,99.37,124,101.34
23/12/2011,99.68,99.48,100.23,99.24,95,99.68
22/12/2011,99.53,99.03,100.05,98.51,151,99.53
21/12/2011,98.67,97.53,99.25,96.80,219,98.67
20/12/2011,97.22,94.14,97.45,94.14,35,97.22
19/12/2011,93.88,93.76,94.42,92.54,114,93.88
16/12/2011,93.53,93.42,94.79,92.52,205,93.53
15/12/2011,93.87,94.89,95.99,93.31,273,93.87
14/12/2011,94.95,100.33,100.33,94.21,377,94.95
13/12/2011,100.14,97.85,101.25,97.64,380,100.14
12/12/2011,97.77,99.58,99.68,97.54,279,97.77
09/12/2011,99.41,98.08,99.91,97.36,318,99.41
08/12/2011,98.34,100.84,101.73,97.71,340,98.34
07/12/2011,100.49,101.11,101.94,99.67,330,100.49
06/12/2011,101.28,100.45,101.42,100.20,217,101.28
05/12/2011,100.99,101.23,102.44,100.24,239,100.99
02/12/2011,100.96,100.00,101.56,99.76,245,100.96
01/12/2011,100.20,100.51,101.17,98.87,275,100.20
30/11/2011,100.36,99.48,101.75,98.92,302,100.36
29/11/2011,99.79,97.75,100.15,97.23,320,99.79
28/11/2011,98.21,97.50,100.74,97.13,311,98.21
25/11/2011,96.77,95.79,97.55,94.99,185,96.77
23/11/2011,96.17,97.79,97.87,95.35,283,96.17
22/11/2011,98.01,97.20,98.70,96.55,319,98.01
21/11/2011,96.92,97.54,97.86,95.24,279,96.92
18/11/2011,97.41,98.61,100.15,96.64,38,97.41
17/11/2011,98.82,101.76,103.37,98.28,194,98.82
16/11/2011,102.59,99.32,102.89,98.39,379,102.59
15/11/2011,99.37,98.04,99.84,97.51,353,99.37
14/11/2011,98.14,99.30,99.69,97.19,351,98.14
11/11/2011,98.99,97.51,99.40,97.35,282,98.99
10/11/2011,97.78,95.75,98.35,95.20,347,97.78
09/11/2011,95.74,96.81,97.84,94.54,445,95.74
08/11/2011,96.80,95.87,97.08,95.23,313,96.80
07/11/2011,95.52,94.40,96.11,93.23,321,95.52
04/11/2011,94.26,94.24,94.93,92.87,295,94.26
03/11/2011,94.07,92.99,94.61,90.87,299,94.07
02/11/2011,92.51,91.60,93.79,90.97,265,92.51
01/11/2011,92.19,92.58,92.88,89.17,351,92.19
31/10/2011,93.19,93.53,93.80,91.36,228,93.19
28/10/2011,93.32,93.93,93.93,92.01,276,93.32
27/10/2011,93.96,90.98,94.25,90.74,327,93.96
26/10/2011,90.20,92.59,93.92,90.00,411,90.20
25/10/2011,93.17,91.69,94.65,91.10,489,93.17
24/10/2011,91.27,87.05,91.88,87.00,484,91.27
21/10/2011,87.40,86.50,88.89,85.95,296,87.40
20/10/2011,85.30,86.10,86.94,84.10,31,85.30
19/10/2011,86.11,88.26,89.51,85.87,112,86.11
18/10/2011,88.34,86.20,89.03,85.55,203,88.34
17/10/2011,86.38,87.48,88.18,85.88,227,86.38
14/10/2011,86.80,84.47,87.42,83.77,274,86.80
13/10/2011,84.23,84.93,85.39,83.17,360,84.23
12/10/2011,85.57,85.20,86.59,84.52,294,85.57
11/10/2011,85.81,85.70,86.64,83.97,362,85.81
10/10/2011,85.41,82.75,86.09,82.75,264,85.41
07/10/2011,82.98,82.57,84.00,81.36,377,82.98
06/10/2011,82.59,79.71,82.90,79.08,386,82.59
05/10/2011,79.68,78.25,79.91,76.94,336,79.68
04/10/2011,75.67,76.40,78.40,74.95,428,75.67
03/10/2011,77.61,78.92,79.64,76.25,392,77.61
30/09/2011,79.20,83.07,83.23,78.53,367,79.20
29/09/2011,82.14,80.67,83.98,79.64,351,82.14
28/09/2011,81.21,83.76,84.62,80.49,282,81.21
27/09/2011,84.45,81.48,84.77,80.92,313,84.45
26/09/2011,80.24,79.64,81.56,77.11,325,80.24
23/09/2011,79.85,80.40,81.81,77.55,427,79.85
22/09/2011,80.51,84.81,85.00,79.66,460,80.51
21/09/2011,85.92,86.51,87.99,84.65,298,85.92
20/09/2011,86.89,85.84,87.46,85.11,30,86.89
19/09/2011,85.70,87.75,87.75,84.79,132,85.70
16/09/2011,87.96,89.11,89.78,87.00,210,87.96
15/09/2011,89.40,88.60,90.15,88.01,296,89.40
14/09/2011,88.91,89.88,90.25,88.21,330,88.91
13/09/2011,90.21,88.95,90.52,87.81,364,90.21
12/09/2011,88.19,86.70,88.97,85.00,355,88.19
09/09/2011,87.24,88.77,89.50,85.64,349,87.24
08/09/2011,89.05,90.11,90.23,88.40,336,89.05
07/09/2011,89.34,86.50,90.48,86.15,313,89.34
06/09/2011,86.02,86.46,86.60,83.20,316,86.02
02/09/2011,86.45,88.78,88.99,85.42,307,86.45
01/09/2011,88.93,88.73,89.90,88.21,282,88.93
31/08/2011,88.81,88.79,89.54,87.67,317,88.81
30/08/2011,88.90,87.51,89.21,86.46,315,88.90
29/08/2011,87.27,85.33,87.62,85.11,208,87.27
26/08/2011,85.37,85.09,85.64,82.95,283,85.37
25/08/2011,85.30,85.17,86.56,83.01,357,85.30
24/08/2011,85.16,85.67,86.59,84.55,294,85.16
23/08/2011,85.44,84.45,86.39,83.40,353,85.44
22/08/2011,84.12,82.42,84.67,81.13,30,84.12
19/08/2011,82.26,81.30,83.55,79.17,148,82.26
18/08/2011,82.38,87.41,87.53,81.15,331,82.38
17/08/2011,87.58,87.10,89.00,86.65,344,87.58
16/08/2011,86.65,87.68,87.93,85.62,375,86.65
15/08/2011,87.88,85.59,88.05,84.40,292,87.88
12/08/2011,85.38,85.55,87.37,84.02,350,85.38
11/08/2011,85.72,81.95,85.97,81.03,502,85.72
10/08/2011,82.89,81.90,83.14,79.53,520,82.89
09/08/2011,79.30,81.10,83.05,75.71,605,79.30
08/08/2011,81.31,85.71,85.73,80.17,521,81.31
05/08/2011,86.88,86.50,88.32,82.87,512,86.88
04/08/2011,86.63,91.94,92.59,86.04,535,86.63
03/08/2011,91.93,93.15,93.75,91.22,350,91.93
02/08/2011,93.79,95.02,95.68,93.08,328,93.79
01/08/2011,94.89,96.20,98.60,93.42,398,94.89
29/07/2011,95.70,97.16,97.39,94.95,284,95.70
28/07/2011,97.44,97.27,98.01,96.51,236,97.44
27/07/2011,97.40,99.18,99.50,97.14,304,97.40
26/07/2011,99.59,99.15,100.62,97.76,332,99.59
25/07/2011,99.20,99.76,99.87,98.52,205,99.20
22/07/2011,99.87,99.20,100.19,98.43,223,99.87
21/07/2011,99.13,98.36,100.16,97.20,293,99.13
20/07/2011,98.14,98.11,99.02,96.64,35,98.14
19/07/2011,97.50,96.16,98.65,95.93,138,97.50
18/07/2011,95.93,97.37,97.69,94.69,203,95.93
15/07/2011,97.24,96.03,97.74,95.21,266,97.24
14/07/2011,95.69,97.59,98.88,94.53,403,95.69
13/07/2011,98.05,96.72,99.21,96.53,355,98.05
12/07/2011,97.43,95.09,97.50,93.55,343,97.43
11/07/2011,95.15,96.10,96.75,94.14,311,95.15
08/07/2011,96.20,98.79,99.18,95.60,348,96.20
07/07/2011,98.67,97.04,99.42,96.99,339,98.67
06/07/2011,96.65,97.00,97.79,95.90,288,96.65
05/07/2011,96.89,94.98,97.48,94.34,275,96.89
01/07/2011,94.94,95.12,95.39,93.45,263,94.94
30/06/2011,95.42,95.08,95.82,93.88,276,95.42
29/06/2011,94.77,93.37,95.84,92.66,348,94.77
28/06/2011,92.89,90.71,93.37,90.44,279,92.89
27/06/2011,90.61,91.16,91.30,89.61,278,90.61
24/06/2011,91.16,92.29,92.34,89.82,337,91.16
23/06/2011,91.02,94.40,94.47,89.69,484,91.02
22/06/2011,95.41,93.76,95.70,93.24,296,95.41
21/06/2011,93.40,93.49,94.74,92.50,41,93.40
20/06/2011,93.26,92.80,93.49,91.14,136,93.26
17/06/2011,93.01,95.10,95.40,91.84,245,93.01
16/06/2011,94.95,95.29,95.75,94.29,336,94.95
15/06/2011,94.81,99.68,99.95,94.01,508,94.81
14/06/2011,99.37,97.09,99.64,96.51,347,99.37
13/06/2011,97.30,98.77,99.32,96.13,381,97.30
10/06/2011,99.29,101.84,102.15,98.60,379,99.29
09/06/2011,101.93,100.83,102.44,100.74,345,101.93
08/06/2011,100.74,99.58,101.89,98.02,484,100.74
07/06/2011,99.09,98.82,99.75,97.74,415,99.09
06/06/2011,99.01,100.42,100.68,98.55,289,99.01
03/06/2011,100.22,100.87,100.87,98.12,351,100.22
02/06/2011,100.40,99.79,100.93,98.46,389,100.40
01/06/2011,100.29,102.68,103.31,99.63,376,100.29
31/05/2011,102.70,100.69,103.39,99.60,319,102.70
27/05/2011,100.59,100.16,101.24,100.04,212,100.59
26/05/2011,100.23,101.24,101.90,99.61,332,100.23
25/05/2011,101.32,99.27,101.63,98.20,354,101.32
24/05/2011,99.59,97.54,100.09,96.61,339,99.59
23/05/2011,97.70,99.68,100.04,96.37,296,97.70
20/05/2011,99.49,98.60,99.90,95.99,33,99.49
19/05/2011,98.44,99.76,100.79,98.16,142,98.44
18/05/2011,100.10,97.57,100.99,97.46,285,100.10
17/05/2011,96.91,96.98,97.81,95.02,399,96.91
16/05/2011,97.37,99.36,99.65,96.83,335,97.37
13/05/2011,99.65,98.81,100.70,97.09,367,99.65
12/05/2011,98.97,98.59,100.49,95.25,522,98.97
11/05/2011,98.21,103.69,104.60,97.50,524,98.21
10/05/2011,103.88,102.44,103.95,100.12,439,103.88
09/05/2011,102.55,98.11,103.40,97.42,469,102.55
06/05/2011,97.18,99.76,102.38,94.63,606,97.18
05/05/2011,99.80,108.78,109.38,98.25,670,99.80
04/05/2011,109.24,110.68,111.22,108.48,333,109.24
03/05/2011,111.05,112.98,113.22,110.30,300,111.05
02/05/2011,113.52,113.89,114.83,110.82,310,113.52
29/04/2011,113.93,112.82,114.18,112.25,201,113.93
28/04/2011,112.86,113.13,113.97,111.69,301,112.86
27/04/2011,112.76,111.89,113.40,110.71,338,112.76
26/04/2011,112.21,112.15,112.64,111.12,234,112.21
25/04/2011,112.28,112.34,113.48,111.08,209,112.28
21/04/2011,112.29,111.37,112.48,111.00,240,112.29
20/04/2011,111.45,108.45,111.66,107.96,291,111.45
19/04/2011,108.15,107.52,108.45,105.50,37,108.15
18/04/2011,107.12,109.43,109.44,106.54,138,107.12
15/04/2011,109.66,108.45,110.10,107.21,224,109.66
14/04/2011,108.11,107.32,108.55,105.77,352,108.11
13/04/2011,107.11,106.02,107.43,105.31,456,107.11
12/04/2011,106.25,108.97,110.24,105.47,555,106.25
11/04/2011,109.92,113.28,113.46,108.68,364,109.92
08/04/2011,112.79,110.32,113.21,110.11,319,112.79
07/04/2011,110.30,108.67,110.44,108.23,334,110.30
06/04/2011,108.83,107.99,109.15,107.72,255,108.83
